antiguedad_meses,gasto_mensual,visitas_ultimo_mes,dias_desde_ultima_visita,tickets_soporte,plan,metodo_pago,descuento_activo,cancelo
7,7.79,8,4,0,basico,tarjeta,0,0
8,13.94,5,30,0,basico,tarjeta,1,1
9,5.78,9,15,0,basico,efectivo,1,1
8,25.68,6,48,1,estandar,tarjeta,0,1
5,18.72,17,4,0,estandar,efectivo,1,0
15,27.7,4,17,0,estandar,tarjeta,0,0
25,10.43,9,49,0,basico,tarjeta,0,0
15,10.04,11,17,0,basico,tarjeta,1,0
16,49.51,3,3,0,premium,tarjeta,0,0
10,23.71,5,6,0,estandar,efectivo,0,0
14,25.44,6,9,2,estandar,tarjeta,0,0
17,24.21,11,8,1,estandar,transferencia,0,0
21,27.03,11,29,0,estandar,tarjeta,0,0
8,16.17,3,29,2,basico,tarjeta,1,1
7,15.34,22,2,0,basico,transferencia,0,0
1,23.13,6,6,0,estandar,efectivo,0,1
43,16.84,10,2,0,basico,transferencia,0,0
41,41.33,10,77,0,premium,tarjeta,0,0
13,22.03,6,6,0,estandar,transferencia,0,0
13,24.49,13,11,0,estandar,transferencia,1,0
34,49.19,2,84,2,premium,tarjeta,0,1
5,20.32,10,40,0,estandar,transferencia,0,1
6,48.57,4,45,1,premium,tarjeta,0,0
36,24.78,15,29,1,estandar,transferencia,0,1
10,43.27,5,22,0,premium,efectivo,0,0
6,16.39,1,45,1,basico,efectivo,0,1
18,21.79,3,19,0,estandar,transferencia,1,1
8,34.14,15,6,0,estandar,transferencia,0,0
32,11.29,9,16,0,basico,transferencia,0,0
14,12.6,3,5,0,basico,tarjeta,0,0
8,51.17,8,27,1,premium,tarjeta,0,0
8,25.7,6,9,1,estandar,tarjeta,0,0
17,16.76,6,2,2,basico,tarjeta,0,0
11,5.0,14,12,0,basico,efectivo,0,0
10,10.23,9,0,0,basico,efectivo,0,0
22,13.59,10,34,1,basico,tarjeta,0,0
35,49.33,7,4,1,premium,tarjeta,0,0
20,15.08,12,4,1,basico,transferencia,0,0
7,14.7,2,3,1,basico,tarjeta,0,0
5,29.24,7,27,1,estandar,transferencia,0,1
21,13.9,5,20,1,basico,efectivo,0,1
20,5.0,15,0,0,basico,tarjeta,1,0
10,30.77,4,43,2,estandar,tarjeta,0,1
11,21.65,10,18,2,estandar,tarjeta,1,1
8,46.25,1,20,1,premium,tarjeta,0,1
6,25.72,8,6,0,estandar,tarjeta,0,0
8,25.19,3,2,0,estandar,tarjeta,0,1
1,20.58,7,21,0,estandar,tarjeta,0,0
28,37.25,1,35,1,premium,tarjeta,0,0
4,20.99,8,3,2,estandar,tarjeta,0,0
13,48.3,2,63,1,premium,transferencia,1,1
2,19.21,4,5,2,estandar,tarjeta,1,0
19,41.48,5,50,0,premium,efectivo,0,1
23,13.67,8,38,1,basico,tarjeta,0,1
14,20.89,6,1,0,estandar,tarjeta,0,0
12,9.83,3,1,0,basico,tarjeta,0,0
8,25.33,19,1,0,estandar,transferencia,0,0
28,26.13,7,5,1,estandar,tarjeta,0,0
3,40.81,4,90,2,premium,tarjeta,0,1
9,45.56,7,1,0,premium,tarjeta,0,0
7,13.6,4,7,2,basico,efectivo,1,1
7,19.91,8,43,0,estandar,tarjeta,0,1
27,25.86,8,72,0,estandar,tarjeta,0,0
12,9.13,3,3,3,basico,efectivo,0,1
8,12.5,12,25,0,basico,tarjeta,0,0
16,14.89,10,3,0,basico,tarjeta,1,0
15,24.29,15,0,0,estandar,transferencia,1,0
23,28.65,8,15,1,estandar,tarjeta,0,0
17,48.16,12,1,0,premium,tarjeta,0,0
12,28.63,3,12,0,estandar,tarjeta,0,0
13,46.61,7,53,0,premium,tarjeta,0,0
17,16.4,6,5,0,basico,efectivo,1,1
6,26.54,5,53,1,estandar,transferencia,0,1
15,5.33,12,46,1,basico,tarjeta,1,1
34,21.83,12,24,0,estandar,tarjeta,0,0
14,44.15,5,28,2,premium,transferencia,0,0
10,44.65,5,11,0,premium,transferencia,1,1
10,46.43,12,1,0,premium,tarjeta,0,0
16,8.77,8,35,0,basico,efectivo,1,1
15,20.03,1,20,3,basico,tarjeta,0,1
20,11.59,16,32,1,basico,transferencia,0,0
8,11.97,4,5,1,basico,tarjeta,0,0
11,22.32,8,1,1,estandar,tarjeta,1,0
22,20.99,3,43,2,estandar,transferencia,0,1
23,24.49,10,6,0,estandar,transferencia,0,0
23,45.11,1,17,0,premium,tarjeta,0,0
21,24.65,10,18,0,estandar,tarjeta,0,0
21,51.62,6,46,1,premium,transferencia,0,1
15,11.49,10,37,1,basico,tarjeta,1,1
4,11.66,5,2,2,basico,tarjeta,0,1
4,28.26,3,45,0,estandar,transferencia,1,1
13,44.32,7,2,1,premium,tarjeta,0,0
14,14.16,8,4,0,basico,tarjeta,0,0
7,19.88,11,19,2,estandar,tarjeta,0,1
7,19.92,9,22,0,estandar,efectivo,0,1
12,12.49,3,11,0,basico,tarjeta,0,0
47,11.07,16,21,0,basico,transferencia,0,0
6,41.76,8,58,1,premium,efectivo,0,1
10,25.49,3,5,2,estandar,transferencia,0,0
23,12.84,6,33,1,basico,tarjeta,0,0
20,42.16,12,16,0,premium,tarjeta,1,0
16,9.92,7,68,0,basico,tarjeta,0,1
3,45.87,6,56,1,premium,tarjeta,0,1
11,7.92,7,20,0,basico,efectivo,0,1
39,22.58,6,0,0,estandar,transferencia,1,0
7,14.14,0,89,1,basico,tarjeta,0,1
7,11.9,6,15,1,basico,tarjeta,1,1
33,43.09,10,13,1,premium,efectivo,0,0
12,8.39,7,7,0,basico,tarjeta,0,0
3,7.95,13,31,1,basico,transferencia,0,1
5,11.47,0,5,1,basico,tarjeta,1,1
8,33.1,11,0,1,estandar,transferencia,1,0
15,47.26,10,23,0,premium,transferencia,0,0
11,39.67,6,67,0,premium,tarjeta,0,1
6,14.83,3,46,0,basico,tarjeta,0,1
11,8.96,15,4,0,basico,transferencia,1,0
7,11.98,2,28,0,basico,tarjeta,0,1
40,22.64,7,38,0,estandar,tarjeta,0,0
5,53.09,11,34,0,premium,tarjeta,0,0
9,20.46,3,23,1,estandar,tarjeta,0,1
8,26.25,10,26,2,estandar,transferencia,0,1
8,9.26,2,63,0,basico,tarjeta,0,1
5,47.96,5,7,2,premium,tarjeta,0,0
32,26.17,6,14,0,estandar,efectivo,0,0
49,17.02,9,3,0,basico,tarjeta,1,0
17,14.87,9,86,1,basico,tarjeta,0,1
16,9.23,3,4,0,basico,transferencia,0,0
3,23.66,9,73,0,basico,efectivo,0,1
31,14.22,1,30,1,basico,tarjeta,0,0
7,22.8,6,24,1,estandar,transferencia,1,0
3,25.82,10,3,2,estandar,tarjeta,0,0
19,14.52,7,78,0,basico,tarjeta,0,1
26,14.37,5,13,3,basico,efectivo,0,1
31,46.98,8,1,1,premium,efectivo,0,0
9,28.87,3,20,0,estandar,tarjeta,0,0
8,28.47,9,11,2,estandar,tarjeta,0,1
15,8.61,2,3,1,basico,tarjeta,0,0
11,53.43,8,6,1,premium,tarjeta,0,0
19,19.88,8,10,2,basico,efectivo,0,1
15,15.2,5,0,0,basico,transferencia,0,0
6,45.15,1,4,0,premium,tarjeta,0,0
32,25.22,10,2,0,estandar,tarjeta,0,0
19,23.7,9,53,1,estandar,tarjeta,0,1
25,24.22,12,38,0,estandar,tarjeta,1,1
6,16.25,2,5,0,estandar,transferencia,0,1
19,18.12,15,33,0,basico,tarjeta,0,0
22,16.71,9,29,1,basico,tarjeta,0,0
15,5.29,2,2,0,basico,transferencia,0,0
5,15.56,4,2,3,basico,efectivo,0,0
14,44.97,5,3,0,premium,tarjeta,0,0
21,11.2,2,16,2,basico,tarjeta,1,1
27,26.97,8,25,0,estandar,tarjeta,0,0
4,18.03,4,72,2,estandar,tarjeta,0,1
14,24.96,13,20,1,estandar,tarjeta,0,0
4,12.32,4,90,2,basico,transferencia,0,1
21,25.32,9,6,0,estandar,tarjeta,0,0
25,39.53,7,24,0,premium,tarjeta,0,0
6,26.79,3,20,1,estandar,efectivo,0,1
5,49.24,3,10,0,premium,tarjeta,1,1
8,46.63,4,1,1,premium,transferencia,0,0
11,24.08,12,15,0,estandar,transferencia,0,0
7,22.76,11,6,0,basico,transferencia,0,0
22,21.3,11,41,0,estandar,transferencia,0,1
27,15.09,6,49,0,basico,transferencia,0,1
14,25.97,2,21,1,estandar,transferencia,1,1
7,53.05,1,30,3,premium,tarjeta,1,1
11,26.55,6,25,0,estandar,tarjeta,0,0
14,14.4,3,22,0,basico,tarjeta,0,1
11,14.02,8,38,0,basico,tarjeta,0,1
12,40.77,5,32,2,premium,tarjeta,1,1
25,8.52,4,20,1,basico,tarjeta,0,0
7,10.9,4,39,0,basico,tarjeta,0,1
42,15.83,9,7,0,basico,tarjeta,0,0
14,12.93,3,14,0,basico,tarjeta,0,0
10,24.17,11,7,1,estandar,transferencia,0,0
7,30.49,9,13,2,estandar,tarjeta,1,1
7,5.0,3,58,0,basico,transferencia,0,1
13,6.82,3,3,0,basico,tarjeta,0,0
14,5.0,8,2,2,basico,efectivo,0,0
10,16.83,9,26,3,basico,transferencia,0,1
4,11.61,7,1,3,basico,tarjeta,0,0
13,28.87,7,13,0,estandar,efectivo,0,0
7,11.56,5,16,0,basico,tarjeta,0,0
3,16.09,7,13,0,basico,tarjeta,1,0
20,11.49,6,0,0,basico,transferencia,1,0
3,13.64,16,4,0,basico,tarjeta,0,0
10,13.05,6,7,0,basico,tarjeta,1,1
12,13.35,9,10,1,basico,tarjeta,1,0
29,51.74,2,4,1,premium,tarjeta,0,0
3,5.5,6,38,1,basico,tarjeta,1,1
21,24.73,13,2,0,estandar,tarjeta,0,0
23,25.79,8,3,0,estandar,tarjeta,0,0
35,12.19,23,31,0,basico,transferencia,0,0
26,10.41,7,1,0,basico,tarjeta,0,0
12,22.86,10,9,2,estandar,tarjeta,0,0
22,51.12,15,22,0,premium,transferencia,0,0
30,11.72,1,51,0,basico,tarjeta,1,1
2,21.75,3,1,0,basico,tarjeta,0,0
4,14.11,5,2,0,basico,transferencia,0,0
15,23.84,8,11,1,estandar,efectivo,1,1
23,27.21,8,18,0,estandar,tarjeta,0,0
19,12.44,8,4,0,basico,tarjeta,1,0
16,17.37,7,13,1,basico,transferencia,0,0
34,40.33,10,18,0,premium,efectivo,0,0
10,5.0,10,22,0,basico,tarjeta,0,0
7,26.44,1,67,2,estandar,tarjeta,0,1
9,28.34,9,25,1,estandar,tarjeta,0,0
15,13.14,14,16,0,basico,tarjeta,1,0
12,14.69,12,9,0,basico,efectivo,0,0
24,14.1,8,39,2,basico,transferencia,0,1
8,39.08,4,29,0,premium,tarjeta,0,0
17,13.12,7,37,0,basico,transferencia,0,1
22,17.27,6,9,0,basico,transferencia,0,1
30,12.69,7,13,1,basico,tarjeta,0,0
5,6.76,4,15,1,basico,transferencia,0,0
9,23.66,5,11,1,estandar,tarjeta,0,0
11,14.23,2,23,1,basico,tarjeta,0,1
4,32.18,9,14,0,estandar,tarjeta,1,0
16,17.17,12,9,1,estandar,tarjeta,0,0
16,46.44,14,7,0,premium,efectivo,1,0
15,8.27,11,3,1,basico,tarjeta,1,0
11,47.03,9,35,1,premium,tarjeta,0,0
28,27.35,8,34,0,estandar,tarjeta,0,0
9,11.07,7,18,1,basico,tarjeta,0,1
26,27.53,15,0,0,estandar,tarjeta,0,0
9,49.56,5,6,0,premium,transferencia,0,0
5,11.34,8,19,3,basico,tarjeta,0,0
12,39.65,4,16,1,premium,tarjeta,1,0
14,30.7,9,13,0,estandar,transferencia,0,0
17,28.31,1,18,0,estandar,tarjeta,0,1
2,47.26,4,1,0,premium,transferencia,0,0
10,9.24,1,13,2,basico,tarjeta,0,1
41,48.94,11,8,0,premium,tarjeta,0,0
8,20.17,8,0,0,basico,transferencia,0,0
23,24.51,14,59,0,estandar,transferencia,1,1
60,25.38,5,7,0,estandar,transferencia,0,0
45,7.74,12,1,0,basico,tarjeta,0,0
5,9.12,8,63,1,basico,tarjeta,0,1
22,7.7,8,1,0,basico,transferencia,0,0
23,12.52,12,3,1,basico,tarjeta,1,0
20,10.64,13,5,0,basico,transferencia,0,0
5,13.49,4,2,0,basico,tarjeta,1,0
15,8.43,0,5,1,basico,transferencia,0,0
15,11.33,6,7,1,basico,tarjeta,0,0
4,21.19,0,19,2,estandar,tarjeta,1,1
10,25.75,13,1,0,estandar,tarjeta,0,0
15,18.47,10,11,2,estandar,tarjeta,0,0
12,12.61,4,31,1,basico,transferencia,0,1
21,43.89,11,2,0,premium,tarjeta,1,0
10,25.72,7,31,0,estandar,tarjeta,0,0
14,5.39,6,8,0,basico,efectivo,1,0
24,14.62,14,13,0,basico,transferencia,0,0
38,23.81,11,9,1,estandar,tarjeta,0,0
5,12.87,16,9,0,basico,efectivo,0,0
20,17.52,3,24,1,estandar,tarjeta,0,0
9,40.03,7,32,0,premium,transferencia,1,1
17,10.44,8,14,2,basico,tarjeta,0,1
4,17.5,4,9,1,basico,tarjeta,1,0
28,47.11,9,46,0,premium,tarjeta,0,1
7,25.52,1,4,1,estandar,tarjeta,1,0
24,8.3,8,2,0,basico,tarjeta,1,0
5,40.57,2,1,1,premium,tarjeta,0,0
4,46.11,5,30,0,premium,transferencia,0,1
11,27.8,5,2,0,estandar,tarjeta,0,0
15,25.84,7,24,0,estandar,tarjeta,0,0
48,18.84,18,16,2,basico,efectivo,0,0
15,9.27,3,18,1,basico,transferencia,1,0
5,25.72,5,43,0,estandar,efectivo,1,1
22,5.23,7,15,0,basico,tarjeta,0,0
31,25.84,7,48,2,estandar,tarjeta,0,1
7,50.88,8,53,0,premium,tarjeta,0,1
24,7.83,5,4,0,basico,tarjeta,1,0
29,28.37,2,7,0,estandar,tarjeta,0,0
22,17.76,8,20,0,basico,efectivo,0,0
8,42.24,10,12,1,premium,transferencia,0,0
15,13.87,5,9,0,basico,transferencia,0,0
17,31.32,4,36,0,estandar,tarjeta,0,0
28,25.92,6,58,2,estandar,transferencia,0,1
8,15.15,6,38,3,basico,tarjeta,0,1
24,17.9,7,33,0,estandar,efectivo,0,0
12,27.39,13,1,2,estandar,tarjeta,0,0
10,27.07,0,3,3,estandar,tarjeta,0,1
13,19.7,8,5,2,estandar,tarjeta,0,0
1,41.14,14,22,1,premium,transferencia,0,0
2,14.42,4,21,1,basico,efectivo,0,1
2,23.79,2,2,3,estandar,efectivo,0,1
18,16.45,6,1,0,basico,transferencia,0,0
11,26.24,12,66,1,estandar,efectivo,0,1
8,25.23,7,29,2,estandar,transferencia,0,0
13,11.32,9,14,0,basico,tarjeta,0,1
25,13.17,12,6,1,basico,transferencia,0,0
12,48.21,8,90,0,premium,tarjeta,0,1
5,14.14,8,1,0,basico,tarjeta,0,0
53,23.31,13,16,1,estandar,tarjeta,0,0
13,16.96,2,24,1,basico,tarjeta,0,1
29,47.63,9,13,0,premium,efectivo,0,0
22,13.54,4,25,1,basico,efectivo,0,0
9,12.37,3,25,1,basico,tarjeta,0,1
37,47.0,15,30,0,premium,transferencia,0,0
8,37.67,9,35,0,premium,tarjeta,1,1
17,12.97,9,30,0,basico,tarjeta,0,0
16,31.56,15,18,0,estandar,tarjeta,0,0
17,25.88,3,34,0,estandar,tarjeta,0,1
33,45.33,8,31,1,premium,tarjeta,0,0
13,9.62,6,26,0,basico,tarjeta,0,1
15,26.97,7,4,0,estandar,tarjeta,0,0
16,24.22,5,4,0,estandar,tarjeta,0,0
47,30.24,11,10,0,estandar,efectivo,1,1
28,21.55,13,19,0,estandar,tarjeta,0,0
3,23.19,1,4,0,estandar,tarjeta,0,0
9,9.6,7,11,0,basico,tarjeta,0,0
14,52.34,9,23,1,premium,tarjeta,0,0
33,44.24,8,25,1,premium,tarjeta,1,0
35,22.81,6,68,1,estandar,tarjeta,1,1
13,5.0,6,9,0,basico,transferencia,1,0
8,8.35,5,49,0,basico,tarjeta,0,1
11,27.11,5,2,2,estandar,transferencia,0,0
14,14.1,4,44,1,basico,tarjeta,1,1
11,42.4,14,51,1,premium,tarjeta,0,0
29,9.62,7,3,0,basico,tarjeta,0,0
10,32.44,6,47,3,estandar,tarjeta,1,1
7,55.79,4,31,0,premium,tarjeta,1,0
11,16.6,3,41,1,basico,tarjeta,0,1
16,18.24,10,7,1,basico,tarjeta,0,0
30,32.09,14,15,0,estandar,transferencia,0,0
6,33.86,5,82,1,estandar,tarjeta,1,1
16,10.79,8,60,2,basico,tarjeta,0,1
17,21.49,5,81,1,estandar,transferencia,0,1
19,52.33,9,20,0,premium,tarjeta,0,0
10,21.14,5,66,2,estandar,transferencia,0,1
19,7.89,12,7,1,basico,efectivo,0,0
22,7.98,4,39,1,basico,efectivo,0,1
10,11.47,6,4,2,basico,tarjeta,1,0
15,5.0,4,5,0,basico,tarjeta,1,0
12,6.27,3,34,2,basico,transferencia,0,1
7,22.51,5,60,0,estandar,transferencia,0,1
4,7.22,2,1,0,basico,transferencia,0,0
8,49.25,5,32,0,premium,tarjeta,0,0
9,12.03,2,8,0,basico,tarjeta,1,0
4,14.31,5,53,0,basico,tarjeta,1,1
18,26.87,4,4,0,estandar,tarjeta,0,0
23,44.17,5,48,0,premium,tarjeta,0,0
12,15.95,6,22,0,basico,efectivo,0,1
13,13.81,9,33,0,basico,tarjeta,0,0
9,10.73,4,1,2,basico,transferencia,1,1
12,18.26,1,18,2,estandar,efectivo,0,1
19,27.08,4,4,0,estandar,tarjeta,0,0
16,6.95,9,12,0,basico,tarjeta,0,0
12,13.52,6,46,1,basico,transferencia,1,1
9,25.32,12,90,0,estandar,tarjeta,0,1
22,39.56,9,20,0,premium,tarjeta,0,0
9,26.03,4,22,3,estandar,transferencia,0,1
5,25.77,15,1,1,estandar,transferencia,0,0
15,12.78,1,29,4,basico,transferencia,0,1
3,12.59,4,37,0,basico,efectivo,0,1
16,9.39,6,49,0,basico,tarjeta,0,1
17,27.37,7,50,1,estandar,transferencia,0,1
8,42.25,3,22,1,premium,transferencia,0,0
9,40.7,8,3,0,premium,transferencia,0,0
24,47.7,3,1,0,premium,transferencia,0,0
44,48.75,6,5,0,premium,transferencia,0,0
13,47.42,4,5,0,premium,efectivo,0,0
8,11.17,1,9,2,basico,tarjeta,0,0
17,5.0,8,36,0,basico,transferencia,1,0
12,17.93,6,5,0,basico,tarjeta,1,0
16,17.18,14,4,0,estandar,tarjeta,0,0
15,14.34,7,90,0,basico,transferencia,0,1
15,53.44,11,27,0,premium,transferencia,0,0
2,25.6,3,1,1,estandar,tarjeta,0,0
9,26.16,7,11,0,estandar,tarjeta,0,0
8,13.52,13,7,1,basico,tarjeta,1,0
8,12.79,7,11,1,basico,tarjeta,0,0
20,21.4,8,9,2,basico,tarjeta,1,0
5,41.63,8,19,1,premium,efectivo,0,1
2,21.13,7,15,0,estandar,tarjeta,0,0
8,23.69,1,36,0,estandar,efectivo,1,1
7,18.96,4,5,0,basico,tarjeta,0,0
13,9.69,10,34,0,basico,transferencia,1,1
7,13.72,3,12,1,basico,tarjeta,0,0
11,29.28,1,35,2,estandar,transferencia,0,1
10,28.12,7,8,0,estandar,transferencia,0,0
29,16.07,0,8,1,basico,transferencia,0,0
7,50.67,6,43,1,premium,efectivo,1,1
19,13.23,9,7,0,basico,tarjeta,0,0
12,43.17,1,3,0,premium,tarjeta,0,0
24,12.59,9,41,0,basico,tarjeta,0,1
34,10.64,12,5,0,basico,transferencia,0,0
12,55.09,4,46,2,premium,tarjeta,1,1
3,9.87,11,18,0,basico,tarjeta,1,0
5,13.93,7,18,1,basico,tarjeta,0,0
4,6.0,2,23,1,basico,tarjeta,0,1
9,12.53,8,80,0,basico,transferencia,0,1
8,23.85,10,27,0,estandar,transferencia,1,1
15,47.7,11,58,1,premium,transferencia,1,1
23,47.81,6,19,1,premium,transferencia,0,0
3,17.67,7,9,1,basico,efectivo,0,0
13,30.35,4,15,0,estandar,tarjeta,0,0
7,11.73,3,6,0,basico,efectivo,0,0
13,8.22,9,53,0,basico,tarjeta,0,0
9,8.69,10,90,0,basico,transferencia,0,1
21,46.21,8,4,1,premium,transferencia,0,0
5,45.63,4,45,2,premium,tarjeta,1,1
8,26.03,2,5,2,estandar,tarjeta,1,0
11,22.86,6,8,0,estandar,tarjeta,1,0
10,30.75,9,2,0,estandar,tarjeta,1,0
11,19.11,12,4,0,estandar,efectivo,0,0
3,22.64,2,54,1,estandar,tarjeta,1,1
31,7.69,8,9,0,basico,tarjeta,0,0
9,11.16,7,7,1,basico,tarjeta,0,0
6,16.99,6,0,0,basico,tarjeta,0,0
12,43.85,5,10,2,premium,tarjeta,0,0
13,25.41,4,2,0,estandar,tarjeta,0,0
40,47.66,16,4,0,premium,tarjeta,0,0
25,10.66,12,0,0,basico,tarjeta,1,0
10,26.53,3,19,1,estandar,tarjeta,0,1
36,13.0,6,16,2,basico,tarjeta,0,0
31,7.48,12,12,0,basico,transferencia,0,0
6,10.14,6,6,2,basico,tarjeta,1,0
46,13.42,15,6,0,basico,tarjeta,0,0
9,50.13,1,26,1,premium,efectivo,1,1
14,17.13,3,24,1,basico,tarjeta,1,1
28,33.38,6,17,2,estandar,tarjeta,0,1
3,26.94,10,8,1,estandar,transferencia,0,0
11,10.35,9,37,1,basico,tarjeta,0,1
16,24.74,19,7,0,estandar,transferencia,0,0
25,11.54,10,8,0,basico,transferencia,0,0
13,43.37,5,6,1,premium,efectivo,0,0
3,46.53,6,5,1,premium,efectivo,0,0
40,26.72,8,12,1,estandar,tarjeta,0,0
13,20.3,3,8,1,estandar,transferencia,0,0
16,16.35,11,4,0,basico,tarjeta,0,0
4,37.65,9,24,0,premium,transferencia,0,0
30,11.11,4,4,0,basico,tarjeta,0,0
9,16.6,5,21,0,basico,tarjeta,1,0
7,14.43,6,52,0,basico,tarjeta,0,1
26,23.57,11,2,0,estandar,tarjeta,0,0
4,32.88,7,13,1,estandar,tarjeta,0,0
16,23.24,8,40,0,estandar,tarjeta,0,0
7,16.99,0,21,2,estandar,efectivo,0,1
18,13.81,9,17,1,basico,tarjeta,0,1
21,37.89,9,90,0,premium,transferencia,0,1
9,8.67,13,41,0,basico,transferencia,0,1
29,27.49,18,7,0,estandar,transferencia,0,0
13,10.16,6,0,1,basico,tarjeta,0,0
40,47.32,8,9,2,premium,efectivo,1,0
26,7.37,8,35,1,basico,transferencia,0,0
14,15.43,4,3,1,basico,transferencia,0,0
14,18.24,11,55,0,estandar,efectivo,1,1
4,17.27,4,2,1,basico,tarjeta,1,0
26,10.1,9,19,1,basico,tarjeta,0,0
8,31.12,8,8,0,estandar,efectivo,0,0
15,8.64,7,20,0,basico,tarjeta,1,0
40,52.7,7,1,0,premium,transferencia,0,0
29,8.17,16,8,0,basico,tarjeta,0,0
6,17.82,11,3,1,estandar,tarjeta,0,0
13,25.17,6,6,0,estandar,tarjeta,0,0
16,29.94,10,30,0,estandar,tarjeta,0,0
31,28.16,11,24,0,estandar,efectivo,1,1
28,29.65,7,13,0,estandar,tarjeta,0,0
19,48.24,0,4,1,premium,transferencia,0,0
18,8.72,4,34,0,basico,tarjeta,0,1
13,15.07,6,83,0,basico,efectivo,0,1
16,25.37,6,44,0,estandar,tarjeta,0,0
11,42.16,14,8,0,premium,tarjeta,0,0
22,12.72,9,0,0,basico,tarjeta,0,0
18,11.77,10,34,1,basico,tarjeta,0,0
25,50.66,2,32,0,premium,efectivo,0,1
25,22.94,7,3,0,estandar,efectivo,0,0
8,42.75,4,65,1,premium,tarjeta,0,1
2,22.21,14,4,0,estandar,tarjeta,0,0
7,32.59,2,4,0,estandar,tarjeta,0,0
16,9.43,6,14,0,basico,tarjeta,1,1
11,50.19,9,1,0,premium,tarjeta,0,1
10,7.87,7,7,0,basico,tarjeta,0,0
7,27.03,8,15,0,estandar,transferencia,0,0
17,13.05,10,7,1,basico,efectivo,0,0
3,29.93,14,3,0,estandar,tarjeta,0,0
19,29.35,9,3,0,estandar,tarjeta,0,0
19,25.33,10,27,0,estandar,tarjeta,0,0
25,42.85,12,41,2,premium,tarjeta,0,1
60,18.5,3,26,0,basico,tarjeta,0,0
1,22.45,1,15,2,estandar,transferencia,0,1
19,5.0,10,14,2,basico,tarjeta,0,0
21,5.0,9,28,2,basico,transferencia,1,1
7,5.54,1,12,1,basico,efectivo,0,0
11,14.38,15,0,1,basico,efectivo,1,1
9,20.86,6,1,1,basico,transferencia,0,0
19,16.84,3,14,0,estandar,tarjeta,1,0
27,21.87,2,13,0,estandar,tarjeta,1,0
5,25.36,4,6,0,estandar,tarjeta,0,0
17,18.18,5,5,2,basico,efectivo,1,1
31,8.85,16,8,1,basico,efectivo,0,0
8,14.36,17,3,0,basico,tarjeta,1,0
1,24.0,2,77,1,estandar,tarjeta,0,1
6,55.43,8,3,0,premium,tarjeta,0,0
6,12.58,4,66,2,basico,tarjeta,0,1
7,26.42,7,83,2,estandar,efectivo,0,1
40,12.34,3,4,1,basico,tarjeta,0,0
45,10.34,8,21,0,basico,tarjeta,0,0
33,15.8,9,23,1,basico,tarjeta,0,0
11,7.36,8,13,2,basico,tarjeta,1,0
34,16.99,2,25,2,estandar,tarjeta,0,0
2,44.4,3,43,2,premium,efectivo,0,1
6,15.26,4,25,2,basico,tarjeta,0,0
22,22.68,3,90,1,estandar,tarjeta,1,1
8,25.75,7,8,0,estandar,tarjeta,1,0
5,40.12,11,5,0,premium,tarjeta,0,0
17,29.25,13,10,0,estandar,tarjeta,0,0
17,14.61,7,20,0,basico,tarjeta,0,0
18,25.08,9,10,2,estandar,tarjeta,0,0
20,12.67,5,78,1,basico,tarjeta,1,1
16,39.43,4,9,2,premium,transferencia,0,0
12,6.6,7,18,0,basico,transferencia,0,0
14,24.51,5,19,0,estandar,efectivo,1,0
23,14.05,12,10,0,basico,tarjeta,1,0
16,14.26,4,3,0,basico,transferencia,1,0
9,43.55,15,7,0,premium,transferencia,0,0
7,27.98,2,2,1,estandar,tarjeta,0,0
14,17.68,7,0,0,basico,tarjeta,0,0
30,44.65,5,12,0,premium,tarjeta,0,0
20,46.24,8,15,3,premium,transferencia,0,1
32,11.17,7,2,0,basico,tarjeta,0,0
10,24.49,13,30,1,estandar,tarjeta,0,0
15,25.68,9,1,0,estandar,efectivo,0,0
17,31.81,9,14,1,estandar,tarjeta,1,0
23,15.66,3,90,1,basico,efectivo,1,1
10,15.3,8,7,1,basico,transferencia,0,0
20,43.19,10,10,1,premium,transferencia,1,0
29,41.41,5,8,0,premium,transferencia,1,0
13,46.56,4,2,1,premium,tarjeta,0,0
7,49.97,11,11,1,premium,transferencia,0,0
30,31.89,8,17,2,estandar,transferencia,1,1
21,15.19,12,14,1,estandar,transferencia,0,0
4,34.79,7,8,0,estandar,tarjeta,1,0
13,26.67,5,32,1,estandar,tarjeta,0,1
41,28.64,11,14,0,estandar,tarjeta,0,0
19,5.04,3,24,1,basico,tarjeta,0,1
14,24.05,17,48,0,estandar,tarjeta,1,1
6,15.29,7,39,1,basico,transferencia,0,1
6,7.3,0,57,4,basico,transferencia,0,1
22,13.45,9,42,0,estandar,transferencia,0,0
6,13.34,7,28,1,basico,tarjeta,0,1
17,11.8,1,5,1,basico,tarjeta,0,0
12,50.77,14,17,0,premium,tarjeta,0,1
16,44.36,7,19,0,premium,tarjeta,0,0
12,11.65,8,22,0,basico,tarjeta,1,1
18,14.79,5,9,1,basico,tarjeta,0,0
25,16.13,1,24,0,basico,tarjeta,1,1
12,22.17,4,4,0,estandar,tarjeta,0,0
24,48.78,6,7,1,premium,tarjeta,0,0
32,9.91,7,2,0,basico,tarjeta,0,0
17,25.07,5,28,0,estandar,tarjeta,0,0
22,14.68,0,23,1,basico,transferencia,0,0
5,15.38,4,4,0,basico,tarjeta,0,0
12,46.27,2,8,1,premium,tarjeta,1,0
4,7.68,8,2,1,basico,tarjeta,0,0
9,5.0,12,89,0,basico,efectivo,0,1
12,11.25,3,12,1,basico,tarjeta,1,0
